form,rtol,a1,a2,omega1,omega2,phi,N,square,chi,gamma,triangle,alpha,tilde,star,beta,rho,epsilon,delta
DS-p,1e-11,35.0,35.0,16.6,33.2,0.0,51,(-0.07478679944270496+2.2346239439118392e-11j),(0.02409796043033589-2.5490252243940753e-11j),(-0.15702237714039372-2.4001959267519056e-10j),(-0.0027198369987375104+4.840907594039586e-10j),(-0.006309651212882031-2.8621459148469083e-10j),(-0.12835531403243705+1.8317183051038e-10j),(-0.03770291789881245-1.080853150954488e-10j),(-0.05831677213061979-8.008786794062649e-11j),(-0.7365945206665802+7.119473554681851e-11j),(-0.0281230553104869-1.9544774544260986e-10j),(0.04123461071014069-4.30528634968551e-11j)
DS-p,1e-11,35.0,35.0,16.7,33.4,0.0,51,(-0.0744145644781197+2.866795829473917e-11j),(0.02503765482996631-2.583663844764712e-11j),(-0.16407936226167824-2.398297357427578e-10j),(-0.001852147974884477+5.001064006992911e-10j),(-0.00789508581716455-2.7895173514081977e-10j),(-0.13371461481170885+1.7946293913707974e-10j),(-0.03751822362277375-1.0829666084704437e-10j),(-0.05740434496520711-7.834582815648796e-11j),(-0.7395552567806833+7.078667919857261e-11j),(-0.027826977461643018-1.9729211148530558e-10j),(0.04096394984891555-4.327501162048063e-11j)
DS-p,1e-11,35.0,35.0,16.8,33.6,0.0,51,(-0.07403922061053755+3.457239160432572e-11j),(0.02595553538916289-2.6045180761492768e-11j),(-0.171070917574978-2.405200383912829e-10j),(-0.0009947727879797326+5.164118953949443e-10j),(-0.009459296251709319-2.6831192534005283e-10j),(-0.13906941041197532+1.7584499050771463e-10j),(-0.037331949926299-1.0794807019890748e-10j),(-0.056491819942524-7.72568153101938e-11j),(-0.7424684542858129+7.137325406125886e-11j),(-0.027535174377042386-1.9646514402604451e-10j),(0.04069366291732988-4.357789540441299e-11j)
DS-p,1e-11,35.0,35.0,16.9,33.8,0.0,51,(-0.0736610459346083+3.9439196600347064e-11j),(0.02685175540479477-2.612545027514856e-11j),(-0.17799723485139698-2.194271701203365e-10j),(-0.0001480195165853169+5.352657650196089e-10j),(-0.011001866818151587-2.5846643879526143e-10j),(-0.14441803001181697+1.7655850384101622e-10j),(-0.03714422922913802-1.0936770769956911e-10j),(-0.055579855406422844-7.681169566069664e-11j),(-0.7453350581282967+7.097165908479749e-11j),(-0.02724757631890265-2.1728060214798698e-10j),(0.04042384580929291-4.457037432265595e-11j)
DS-p,1e-11,35.0,35.0,17.0,34.0,0.0,51,(-0.07328030582082656+3.989772949127541e-11j),(0.027726485546200167-2.6398104693545815e-11j),(-0.18485853357136173-2.216485725485539e-10j),(0.0006878335238646964+5.444557688751779e-10j),(-0.012522427780894402-2.511296102026913e-10j),(-0.14975888576675678+1.7438965120386822e-10j),(-0.0369551882584144-1.1023416397083151e-10j),(-0.054669075784113785-7.542866280592402e-11j),(-0.7481559920393962+7.113691915913506e-11j),(-0.02696411453609584-2.1444636180204583e-10j),(0.0401545889664575-4.472943703241529e-11j)
DS-p,1e-11,35.0,35.0,17.1,34.2,0.0,51,(-0.07289725350206011+4.826585686952592e-11j),(0.028579912355331923-2.667518547180748e-11j),(-0.19165505906370947-2.3248022106423169e-10j),(0.0015125362755537245+5.611504190655178e-10j),(-0.014020653076900336-2.438129205638491e-10j),(-0.15509046944304591+1.7623205399986502e-10j),(-0.036764948280930694-1.1243645861060582e-10j),(-0.05376007267164765-7.530909043443497e-11j),(-0.7509321592117267+7.02177478803578e-11j),(-0.02668472125944405-2.388857213535929e-10j),(0.039885977638037695-4.5515850778463e-11j)
DS-p,1e-11,35.0,35.0,17.2,34.4,0.0,51,(-0.07251213053306341+6.018428604350287e-11j),(0.029412236812477253-2.68738210465796e-11j),(-0.1983870806723686-2.3348098296854305e-10j),(0.0023258654949053757+5.685339216448733e-10j),(-0.015496258063141302-2.3727260386504515e-10j),(-0.16041134915253152+1.711043715993299e-10j),(-0.036573625315652315-1.1296869845465269e-10j),(-0.052853405869095496-7.346781188591996e-11j),(-0.7536644426350246+7.086978090324762e-11j),(-0.026409329707974764-2.378389282951211e-10j),(0.039618092111843764-4.5447478282213656e-11j)
DS-p,1e-11,35.0,35.0,17.3,34.6,0.0,51,(-0.07212516732709513+6.083126843558433e-11j),(0.030223672999431853-2.6503947784573724e-11j),(-0.2050548900782001-2.1328996128261462e-10j),(0.0031276233590661778+5.740602769080449e-10j),(-0.01694899736088362-2.2785778128292245e-10j),(-0.16572016619940258+1.696226890118407e-10j),(-0.036381330349152655-1.120837386370116e-10j),(-0.051949604422839885-7.252806003199597e-11j),(-0.7563537056466986+7.231328150408847e-11j),(-0.026137874088570066-2.3385953320239007e-10j),(0.03935100794915958-4.580421484829567e-11j)
DS-p,1e-11,35.0,35.0,17.4,34.8,0.0,51,(-0.07173658363079594+7.373904218082043e-11j),(0.031014446836671285-2.7480479522399176e-11j),(-0.2116587996389614-2.333514340593372e-10j),(0.0039176360872719765+5.990744858228807e-10j),(-0.018378662787689914-2.2209089383686589e-10j),(-0.17101563206605758+1.699718843974616e-10j),(-0.03618816953535327-1.1363370883795957e-10j),(-0.051049167714056445-7.249748990623102e-11j),(-0.7590007923719378+7.077610917225395e-11j),(-0.0258702895650217-2.4672598918793126e-10j),(0.03908479622372297-4.608332625783955e-11j)
DS-p,1e-11,35.0,35.0,17.5,35.0,0.0,51,(-0.07134658896368057+7.400381497714759e-11j),(0.03178479492254346-2.7615005038120485e-11j),(-0.21819914099997098-2.2904399952685194e-10j),(0.004695752675840316+6.077810258369806e-10j),(-0.019785081340862126-2.151848967524301e-10j),(-0.17629652555112477+1.6760897211441545e-10j),(-0.03599424438266709-1.1192079518968041e-10j),(-0.05015256645054632-7.115407490147042e-11j),(-0.7616065281143879+7.096666859822355e-11j),(-0.02560651231961393-2.542571075983247e-10j),(0.03881952367334293-4.60364333401665e-11j)
DS-p,1e-11,35.0,35.0,17.6,35.2,0.0,51,(-0.07095538307654622+8.75450587887318e-11j),(0.03253496339754449-2.8155584565045095e-11j),(-0.2246762635700117-2.2869951141203865e-10j),(0.005461843642619505+6.350020943365807e-10j),(-0.021168113267946497-2.0819502341412458e-10j),(-0.18156168995441452+1.6996859460086703e-10j),(-0.03579965194841582-1.1113818288939958e-10j),(-0.04926024371795683-7.123123007264468e-11j),(-0.7641717198896477+7.060237215550351e-11j),(-0.025346479484401448-2.655927836882455e-10j),(0.03855525297343673-4.692153445203241e-11j)
DS-p,1e-11,35.0,35.0,17.7,35.4,0.0,51,(-0.07056315634284498+7.327445044310704e-11j),(0.03326520693267663-2.7722772872773464e-11j),(-0.23109053324870502-2.191737474964743e-10j),(0.006215799825932056+6.349582889354417e-10j),(-0.022527650226601265-2.0240143215194405e-10j),(-0.18681003042281696+1.6813201088863745e-10j),(-0.03560448501111441-1.1042314470297233e-10j),(-0.04837261599923944-6.916253412664598e-11j),(-0.7666971567811622+7.081111917750032e-11j),(-0.02509012916396803-2.5788267846582573e-10j),(0.038292042887884584-4.642025144269027e-11j)
DS-p,1e-11,35.0,35.0,17.8,35.6,0.0,51,(-0.07017009012572377+9.664275984274262e-11j),(0.03397578774930539-2.8374175359251446e-11j),(-0.23744233114236157-1.9719056298760999e-10j),(0.0069575312607649785+6.659574524041755e-10j),(-0.023863613468047568-1.962345899169108e-10j),(-0.1920405113858079+1.725049867320824e-10j),(-0.035408832231100806-1.0579051140858927e-10j),(-0.04749007415628705-6.943192216834425e-11j),(-0.7691836104275324+7.210850899431123e-11j),(-0.02483740044786633-2.5007617504059854e-10j),(0.03802994845838058-4.67500923292986e-11j)
DS-p,1e-11,35.0,35.0,17.9,35.8,0.0,51,(-0.06977635727479724+1.0049645338140209e-10j),(0.03466697470265472-2.8340907319805372e-11j),(-0.243732052335118-2.123571649942596e-10j),(0.007686966010401486+6.717175084127758e-10j),(-0.02517595217614711-1.9026546555587937e-10j),(-0.19725215406998817+1.7146499397730852e-10j),(-0.035212778335904055-1.0470113225083085e-10j),(-0.04661298439995124-6.795510436501627e-11j),(-0.7716318353135025+7.19945745369283e-11j),(-0.02458823334013195-2.604572448310931e-10j),(0.03776902120479509-4.659300004608121e-11j)
DS-p,1e-11,35.0,35.0,18.0,36.0,0.0,51,(-0.06938212238812576+1.2119973480795073e-10j),(0.03533904245210546-2.9476917245881856e-11j),(-0.24996010488961717-2.0772962403115382e-10j),(0.008404049183541054+7.276682312169016e-10j),(-0.02646464179731439-1.8655224298443675e-10j),(-0.20244403416656784+1.7589693610427762e-10j),(-0.03501640425631885-1.0468879602603226e-10j),(-0.04574168929170014-7.02778677288208e-11j),(-0.7740425693309919+7.133415859281372e-11j),(-0.024342568846178143-3.0005304227268536e-10j),(0.037509309248231745-4.7811386642126254e-11j)
DS-p,1e-11,35.0,35.0,18.1,36.2,0.0,51,(-0.0689875421773407+1.2983002717714096e-10j),(0.03599227064893463-2.977225069071679e-11j),(-0.2561269086679056-2.0740897049577972e-10j),(0.009108741892128895+7.434873624638388e-10j),(-0.027729682464919483-1.8183690289267532e-10j),(-0.2076152795245672+1.740937293040579e-10j),(-0.03481978728666816-1.0038719460856326e-10j),(-0.04487650863694229-6.926822420306848e-11j),(-0.7764165340123867+7.294721466350337e-11j),(-0.024100348883442778-2.863985766138571e-10j),(0.037250857522226205-4.737089410275197e-11j)
DS-p,1e-11,35.0,35.0,18.2,36.4,0.0,51,(-0.06859276584582323+1.1630058199595988e-10j),(0.036626943207307396-2.9164293082727764e-11j),(-0.26223289442162073-1.9855722508644912e-10j),(0.009801020283507466+7.340561313226546e-10j),(-0.028971097506104503-1.76641496215753e-10j),(-0.21276506799566283+1.6346551223889798e-10j),(-0.034623001220199755-9.691405552675576e-11j),(-0.044017740412057874-6.688641159571929e-11j),(-0.7787544350206759+7.076838818903969e-11j),(-0.023861516329083697-2.657377058430726e-10j),(0.03699370788210958-4.626652527421693e-11j)
DS-p,1e-11,35.0,35.0,18.3,36.6,0.0,51,(-0.06819793531851684+1.3074373651645538e-10j),(0.037243347613234085-2.993627808642082e-11j),(-0.2682785027833336-1.9661729484269407e-10j),(0.010480874633861081+7.693249041333787e-10j),(-0.03018893197836967-1.7240642473672123e-10j),(-0.2178926253047952+1.645536238412511e-10j),(-0.03442611649801868-9.500249992990451e-11j),(-0.043165661673566925-6.755908403651666e-11j),(-0.7810569624562059+6.91873788174248e-11j),(-0.023626014970924154-2.932615127288296e-10j),(0.03673789929202756-4.724556639659006e-11j)
DS-p,1e-11,35.0,35.0,18.4,36.8,0.0,51,(-0.06780318567070735+1.3819006402037124e-10j),(0.037841774275276414-3.014847399792373e-11j),(-0.2742641834473925-2.0955254223938694e-10j),(0.01114830843434925+7.693441166870097e-10j),(-0.03138325132590256-1.6795507783900462e-10j),(-0.22299722306749475+1.586154349614863e-10j),(-0.03422920033701183-9.271832230202557e-11j),(-0.042320529435329324-6.565345125699741e-11j),(-0.7833247912510604+6.795691539421648e-11j),(-0.023393789555389857-2.738063056031779e-10j),(0.03648346791299749-4.6315381128724235e-11j)
DS-p,1e-11,35.0,35.0,18.5,37.0,0.0,51,(-0.067408645345119+1.4447550309099418e-10j),(0.0384225159346949-3.036701684908671e-11j),(-0.28019039432074433-2.0190958295559896e-10j),(0.011803337573040867+7.851961042606931e-10j),(-0.03255414004498458-1.632079535654607e-10j),(-0.228078176838555+1.6297670528564425e-10j),(-0.03403231685518938-8.954774099579497e-11j),(-0.041482581502508366-6.491378658960737e-11j),(-0.7855585815228241+7.242958235259722e-11j),(-0.023164785703089816-2.9280722917700705e-10j),(0.03623044729848763-4.6643082470410185e-11j)
DS-p,1e-11,35.0,35.0,18.6,37.2,0.0,51,(-0.06701443643814707+1.5506345284974828e-10j),(0.03898586709423739-3.073852443473284e-11j),(-0.2860576007025806-1.991553302619508e-10j),(0.012445989526846472+8.108238991743157e-10j),(-0.03370170041145275-1.5824444723885244e-10j),(-0.23313484426851996+1.624174395985076e-10j),(-0.03383552719572595-8.555448745611427e-11j),(-0.040652037302198706-6.498696675004672e-11j),(-0.7877589789203558+7.248524098352038e-11j),(-0.022938949982056422-2.9391414724609695e-10j),(0.03597886846413076-4.684070588249459e-11j)
DS-p,1e-11,35.0,35.0,18.7,37.4,0.0,51,(-0.06662067499136316+1.6333379046152824e-10j),(0.039532123514365025-3.105148669067132e-11j),(-0.2918662745935398-1.8513530187207554e-10j),(0.013076302591782416+8.266376493685557e-10j),(-0.03482605129194941-1.5361726458181745e-10j),(-0.23816662329322655+1.6100156531556806e-10j),(-0.03363888964600157-8.151945870896052e-11j),(-0.03982909869089466-6.444923381814643e-11j),(-0.7899266149221718+7.071172419362435e-11j),(-0.022716229817099427-2.963467824537557e-10j),(0.035728760066806656-4.6786675841351135e-11j)
DS-p,1e-11,35.0,35.0,18.8,37.6,0.0,51,(-0.06622747121671854+1.6976591888282682e-10j),(0.040061581732621775-3.108314656045176e-11j),(-0.2976168939460688-1.8243387080617905e-10j),(0.013694325154649334+8.33988656595307e-10j),(-0.035927327012870824-1.5005172848336046e-10j),(-0.2431729504477596+1.5988314096008039e-10j),(-0.03344245974891629-7.81936745144449e-11j),(-0.03901395072692102-6.333843486985311e-11j),(-0.7920621072679896+7.432128703902167e-11j),(-0.022496573526073427-2.917747168082377e-10j),(0.03548014848596176-4.6451894720174706e-11j)
DS-p,1e-11,35.0,35.0,18.9,37.8,0.0,51,(-0.06583492977852563+1.8494266775419938e-10j),(0.04057453861128743-3.0967154833332454e-11j),(-0.30330994204887257-1.8928695967437847e-10j),(0.014300114995611613+8.489146236641136e-10j),(-0.037005676245226-1.479069283184812e-10j),(-0.24815329920959114+1.6420817242482352e-10j),(-0.0332462904100622-7.248588857721698e-11j),(-0.03820676245239432-6.244056548356118e-11j),(-0.7941660601435752+7.462769052764858e-11j),(-0.022279930322614862-2.8780268058250583e-10j),(0.035233057927115966-4.6383356228000986e-11j)
DS-p,1e-11,35.0,35.0,19.0,38.0,0.0,51,(-0.06544315002180154+1.8497612918825977e-10j),(0.04107129092711494-3.097951153352106e-11j),(-0.3089459069118394-1.8677442603917e-10j),(0.014893738628558743+8.614173376539386e-10j),(-0.03806126097789238-1.4409872428205493e-10j),(-0.25310717843503244+1.6366071774133945e-10j),(-0.033050432008962634-6.939415034137947e-11j),(-0.037407687584661405-6.176693452454608e-11j),(-0.7962390646319931+7.174127372385727e-11j),(-0.022066250269890654-2.9751127666525704e-10j),(0.034987510560366024-4.623969541484363e-11j)
DS-p,1e-11,35.0,35.0,19.1,38.2,0.0,51,(-0.06505222614882644+2.0721615460555933e-10j),(0.041552135003478985-3.142829248712571e-11j),(-0.31452528063429036-1.850802037581273e-10j),(0.015475270684425153+8.93480112229432e-10j),(-0.03909425551519299-1.405446638332139e-10j),(-0.25803413081513743+1.652063825675232e-10j),(-0.03285493249005337-6.489625197349938e-11j),(-0.036616865255625033-6.186472237608642e-11j),(-0.7982816989134933+7.324272403098548e-11j),(-0.02185548427361054-3.2117520540486294e-10j),(0.03474352661552517-4.690688408621156e-11j)
DS-p,1e-11,35.0,35.0,19.2,38.4,0.0,51,(-0.0646622475429409+2.0932565620339765e-10j),(0.04201736633764113-3.154907923698809e-11j),(-0.3200485588942992-1.8264809677295142e-10j),(0.016044793283444117+8.999109020221672e-10j),(-0.040104845554723066-1.3785127203254956e-10j),(-0.2629337314409533+1.6433376510156533e-10j),(-0.03265983745990937-6.132602818249637e-11j),(-0.03583442067737477-6.08662673933462e-11j),(-0.8002945286201464+7.244337126843748e-11j),(-0.021647584148537853-3.0834348410168765e-10j),(0.03450112440726301-4.642885718326836e-11j)
DS-p,1e-11,35.0,35.0,19.3,38.6,0.0,51,(-0.06427329885259044+2.1898645515259504e-10j),(0.042467279298899395-3.191309064742441e-11j),(-0.32551624042393745-1.725580785477838e-10j),(0.016602395504721874+9.147368630720352e-10j),(-0.041093227265170194-1.344106806011903e-10j),(-0.26780558640302193+1.641975369524976e-10j),(-0.03246519028163049-5.82432639874053e-11j),(-0.0350604658024619-6.043188805883778e-11j),(-0.8022781071720734+7.214824717925118e-11j),(-0.021442502459122395-3.1597723609096305e-10j),(0.03426032057207533-4.6442646704629603e-11j)
DS-p,1e-11,35.0,35.0,19.4,38.8,0.0,51,(-0.06388546027446279+2.307447747919493e-10j),(0.04290216681402478-3.230154990654611e-11j),(-0.3309288264874503-1.7289681142312774e-10j),(0.01714817281029972+9.327371620407154e-10j),(-0.042059606461421775-1.3158896322415828e-10j),(-0.27264933143842335+1.6123673105337984e-10j),(-0.03227103217245268-5.3446944878342186e-11j),(-0.034295099991599576-6.015392766329904e-11j),(-0.8042329759468952+7.235386610410994e-11j),(-0.021240192638322372-3.2261529079468914e-10j),(0.0340211300306347-4.657220793630454e-11j)
DS-p,1e-11,35.0,35.0,19.5,39.0,0.0,51,(-0.06349880771180859+2.43263141333298e-10j),(0.0433223201091809-3.281853196360711e-11j),(-0.33628682046955183-1.824864654976669e-10j),(0.01768222656071202+9.528980301632286e-10j),(-0.04300419778510243-1.291109293813681e-10j),(-0.277464630649855+1.565868848762164e-10j),(-0.03207740227454842-4.8609790669173414e-11j),(-0.03353841060089713-5.999808867969371e-11j),(-0.806159664674451+7.457036604419415e-11j),(-0.02104060891082883-3.159268510048325e-10j),(0.033783566131459664-4.642326868941187e-11j)
DS-p,1e-11,35.0,35.0,19.6,39.2,0.0,51,(-0.06311341296943374+2.564265670742414e-10j),(0.04372802845191105-3.3330132962545e-11j),(-0.34159072742482766-1.802752612975332e-10j),(0.01820466351932695+9.734016625882871e-10j),(-0.04392722392951802-1.269006811683089e-10j),(-0.2822511752772152+1.5599081484205762e-10j),(-0.03188433774974483-4.4219967544484546e-11j),(-0.0327904735862444-5.989550037673637e-11j),(-0.8080586916568036+6.873055978876474e-11j),(-0.020843706339161383-3.1935464171225e-10j),(0.033547640686351674-4.656158845036944e-11j)
DS-p,1e-11,35.0,35.0,19.7,39.4,0.0,51,(-0.06272934391335629+2.589897771530626e-10j),(0.04411957891929774-3.3255353262096626e-11j),(-0.3468410536512562-1.7977701778729146e-10j),(0.018715595395631956+9.72902531808661e-10j),(-0.04482891492356408-1.2341302364858928e-10j),(-0.2870086824879516+1.5181525526695453e-10j),(-0.031691873844611924-4.076076938693637e-11j),(-0.032051354070173815-5.866678761367301e-11j),(-0.8099305640190236+6.837710492196006e-11j),(-0.02064944074459172-3.1231976103815125e-10j),(0.03331336410363048-4.5967383471825584e-11j)
DS-p,1e-11,35.0,35.0,19.8,39.6,0.0,51,(-0.06234666465475555+2.725026657421856e-10j),(0.04449725619022805-3.3568202457130395e-11j),(-0.35203830631570154-1.759521120939698e-10j),(0.019215138406519262+9.878112453748356e-10j),(-0.045709507434264836-1.2154930687734465e-10j),(-0.2917368942530542+1.5033043866124024e-10j),(-0.03150004398186361-3.7127583549602845e-11j),(-0.031321106907603175-5.829542129508463e-11j),(-0.8117757780287281+7.548787127083417e-11j),(-0.020457768718014524-3.204781506480704e-10j),(0.03308074544618067-4.621872168933598e-11j)
DS-p,1e-11,35.0,35.0,19.9,39.8,0.0,51,(-0.06196543569401836+2.856192952648021e-10j),(0.04486134236293819-3.3987225633831795e-11j),(-0.357182993109275-1.7012914331485099e-10j),(0.01970341287558359+1.0156122747831816e-09j),(-0.04656924412263207-1.1975245421670016e-10j),(-0.2964355762370253+1.5005094924810632e-10j),(-0.031308879822244215-3.069210436003122e-11j),(-0.030599777198375016-5.858404435351814e-11j),(-0.8135948192888229+7.071193131896217e-11j),(-0.020268647628427054-3.287648401085519e-10j),(0.03284979248000415-4.665836979573686e-11j)
DS-p,1e-11,35.0,35.0,20.0,40.0,0.0,51,(-0.06158571408375627+2.931175188059483e-10j),(0.04521211678309009-3.3836053442283714e-11j),(-0.36227562187841794-1.6847974579809565e-10j),(0.02018054282545695+1.0233866063535814e-09j),(-0.04740837301189122-1.169962519731487e-10j),(-0.3011045167644314+1.5304315284746854e-10j),(-0.03111841133606174-2.5148216962703376e-11j),(-0.029887400797475996-5.767225176023436e-11j),(-0.8153881630459237+7.010512600701755e-11j),(-0.020082035611060166-3.286436837378695e-10j),(0.03262051174009438-4.651818171102401e-11j)
